"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
907,"DZ-01",01,"Adrar Province","AF","DZ","http://en.wikipedia.org/wiki/Adrar_Province",
908,"DZ-02",02,"Chlef Province","AF","DZ","http://en.wikipedia.org/wiki/Chlef_Province",
909,"DZ-03",03,"Laghouat Province","AF","DZ","http://en.wikipedia.org/wiki/Laghouat_Province",
910,"DZ-04",04,"Oum el Bouaghi Province","AF","DZ","http://en.wikipedia.org/wiki/Oum_el_Bouaghi_Province",
911,"DZ-05",05,"Batna Province","AF","DZ","http://en.wikipedia.org/wiki/Batna_Province",
912,"DZ-06",06,"Béjaïa Province","AF","DZ","http://en.wikipedia.org/wiki/B%C3%A9ja%C3%AFa_Province",
913,"DZ-07",07,"Biskra Province","AF","DZ","http://en.wikipedia.org/wiki/Biskra_Province",
914,"DZ-08",08,"Béchar Province","AF","DZ","http://en.wikipedia.org/wiki/B%C3%A9char_Province",
915,"DZ-09",09,"Blida Province","AF","DZ","http://en.wikipedia.org/wiki/Blida_Province",
916,"DZ-10",10,"Bouira Province","AF","DZ","http://en.wikipedia.org/wiki/Bouira_Province",
917,"DZ-11",11,"Tamanghasset Province","AF","DZ","http://en.wikipedia.org/wiki/Tamanghasset_Province",
918,"DZ-12",12,"Tébessa Province","AF","DZ","http://en.wikipedia.org/wiki/T%C3%A9bessa_Province",
919,"DZ-13",13,"Tlemcen Province","AF","DZ","http://en.wikipedia.org/wiki/Tlemcen_Province",
920,"DZ-14",14,"Tiaret Province","AF","DZ","http://en.wikipedia.org/wiki/Tiaret_Province",
921,"DZ-15",15,"Tizi Ouzou Province","AF","DZ","http://en.wikipedia.org/wiki/Tizi_Ouzou_Province",
922,"DZ-16",16,"Algiers Province","AF","DZ","http://en.wikipedia.org/wiki/Algiers_Province",
923,"DZ-17",17,"Djelfa Province","AF","DZ","http://en.wikipedia.org/wiki/Djelfa_Province",
924,"DZ-18",18,"Jijel Province","AF","DZ","http://en.wikipedia.org/wiki/Jijel_Province",
925,"DZ-19",19,"Sétif Province","AF","DZ","http://en.wikipedia.org/wiki/S%C3%A9tif_Province",
926,"DZ-20",20,"Saïda Province","AF","DZ","http://en.wikipedia.org/wiki/Sa%C3%AFda_Province",
927,"DZ-21",21,"Skikda Province","AF","DZ","http://en.wikipedia.org/wiki/Skikda_Province",
928,"DZ-22",22,"Sidi Bel Abbes Province","AF","DZ","http://en.wikipedia.org/wiki/Sidi_Bel_Abbes_Province",
929,"DZ-23",23,"Annaba Province","AF","DZ","http://en.wikipedia.org/wiki/Annaba_Province",
930,"DZ-24",24,"Guelma Province","AF","DZ","http://en.wikipedia.org/wiki/Guelma_Province",
931,"DZ-25",25,"Constantine Province","AF","DZ","http://en.wikipedia.org/wiki/Constantine_Province",
932,"DZ-26",26,"Médéa Province","AF","DZ","http://en.wikipedia.org/wiki/M%C3%A9d%C3%A9a_Province",
933,"DZ-27",27,"Mostaganem Province","AF","DZ","http://en.wikipedia.org/wiki/Mostaganem_Province",
934,"DZ-28",28,"M'Sila Province","AF","DZ","http://en.wikipedia.org/wiki/M'Sila_Province",
935,"DZ-29",29,"Mascara Province","AF","DZ","http://en.wikipedia.org/wiki/Mascara_Province",
936,"DZ-30",30,"Ouargla Province","AF","DZ","http://en.wikipedia.org/wiki/Ouargla_Province",
937,"DZ-31",31,"Oran Province","AF","DZ","http://en.wikipedia.org/wiki/Oran_Province",
938,"DZ-32",32,"El Bayadh Province","AF","DZ","http://en.wikipedia.org/wiki/El_Bayadh_Province",
939,"DZ-33",33,"Illizi Province","AF","DZ","http://en.wikipedia.org/wiki/Illizi_Province",
940,"DZ-34",34,"Bordj Bou Arréridj Province","AF","DZ","http://en.wikipedia.org/wiki/Bordj_Bou_Arr%C3%A9ridj_Province",
941,"DZ-35",35,"Boumerdès Province","AF","DZ","http://en.wikipedia.org/wiki/Boumerd%C3%A8s_Province",
942,"DZ-36",36,"El Tarf Province","AF","DZ","http://en.wikipedia.org/wiki/El_Tarf_Province",
943,"DZ-37",37,"Tindouf Province","AF","DZ","http://en.wikipedia.org/wiki/Tindouf_Province",
944,"DZ-38",38,"Tissemsilt Province","AF","DZ","http://en.wikipedia.org/wiki/Tissemsilt_Province",
945,"DZ-39",39,"El Oued Province","AF","DZ","http://en.wikipedia.org/wiki/El_Oued_Province",
946,"DZ-40",40,"Khenchela Province","AF","DZ","http://en.wikipedia.org/wiki/Khenchela_Province",
947,"DZ-41",41,"Souk Ahras Province","AF","DZ","http://en.wikipedia.org/wiki/Souk_Ahras_Province",
948,"DZ-42",42,"Tipaza Province","AF","DZ","http://en.wikipedia.org/wiki/Tipaza_Province",
949,"DZ-43",43,"Mila Province","AF","DZ","http://en.wikipedia.org/wiki/Mila_Province",
950,"DZ-44",44,"Aïn Defla Province","AF","DZ","http://en.wikipedia.org/wiki/A%C3%AFn_Defla_Province",
951,"DZ-45",45,"Naama Province","AF","DZ","http://en.wikipedia.org/wiki/Naama_Province",
952,"DZ-46",46,"Aïn Témouchent Province","AF","DZ","http://en.wikipedia.org/wiki/A%C3%AFn_T%C3%A9mouchent_Province",
953,"DZ-47",47,"Ghardaïa Province","AF","DZ","http://en.wikipedia.org/wiki/Gharda%C3%AFa_Province",
954,"DZ-48",48,"Relizane Province","AF","DZ","http://en.wikipedia.org/wiki/Relizane_Province",
955,"DZ-U-A","U-A","(unassigned)","AF","DZ",,
956,"EC-A","A","Azuay","SA","EC","http://en.wikipedia.org/wiki/Azuay",
957,"EC-B","B","Bolivar","SA","EC","http://en.wikipedia.org/wiki/Bolivar",
958,"EC-C","C","Carchi","SA","EC","http://en.wikipedia.org/wiki/Carchi",
959,"EC-D","D","Orellana","SA","EC","http://en.wikipedia.org/wiki/Orellana",
960,"EC-E","E","Esmeraldas","SA","EC","http://en.wikipedia.org/wiki/Esmeraldas",
961,"EC-F","F","Canar","SA","EC","http://en.wikipedia.org/wiki/Canar",
962,"EC-G","G","Guayas","SA","EC","http://en.wikipedia.org/wiki/Guayas",
963,"EC-H","H","Chimborazo","SA","EC","http://en.wikipedia.org/wiki/Chimborazo",
964,"EC-I","I","Imbabura","SA","EC","http://en.wikipedia.org/wiki/Imbabura",
965,"EC-L","L","Loja","SA","EC","http://en.wikipedia.org/wiki/Loja",
966,"EC-M","M","Manabi","SA","EC","http://en.wikipedia.org/wiki/Manabi",
967,"EC-N","N","Napo","SA","EC","http://en.wikipedia.org/wiki/Napo",
968,"EC-O","O","El Oro","SA","EC","http://en.wikipedia.org/wiki/El_Oro",
969,"EC-P","P","Pichincha","SA","EC","http://en.wikipedia.org/wiki/Pichincha",
970,"EC-R","R","Los Rios","SA","EC","http://en.wikipedia.org/wiki/Los_Rios",
971,"EC-S","S","Morona-Santiago","SA","EC","http://en.wikipedia.org/wiki/Morona-Santiago",
972,"EC-T","T","Tungurahua","SA","EC","http://en.wikipedia.org/wiki/Tungurahua",
973,"EC-U","U","Sucumbios","SA","EC","http://en.wikipedia.org/wiki/Sucumbios",
974,"EC-U-A","U-A","(unassigned)","SA","EC",,
975,"EC-W","W","Galapagos","SA","EC","http://en.wikipedia.org/wiki/Galapagos",
976,"EC-X","X","Cotopaxi","SA","EC","http://en.wikipedia.org/wiki/Cotopaxi",
977,"EC-Y","Y","Pastaza","SA","EC","http://en.wikipedia.org/wiki/Pastaza",
978,"EC-Z","Z","Zamora-Chinchipe","SA","EC","http://en.wikipedia.org/wiki/Zamora-Chinchipe",
979,"EE-37",37,"Harju County","EU","EE","http://en.wikipedia.org/wiki/Harju_County",
980,"EE-39",39,"Hiiu County","EU","EE","http://en.wikipedia.org/wiki/Hiiu_County",
981,"EE-44",44,"Ida-Viru County","EU","EE","http://en.wikipedia.org/wiki/Ida-Viru_County",
982,"EE-49",49,"Jõgeva County","EU","EE","http://en.wikipedia.org/wiki/Jõgeva_County",
983,"EE-51",51,"Järva County","EU","EE","http://en.wikipedia.org/wiki/J%C3%A4rva_County",
984,"EE-57",57,"Lääne County","EU","EE","http://en.wikipedia.org/wiki/L%C3%A4%C3%A4ne_County",
985,"EE-59",59,"Lääne-Viru County","EU","EE","http://en.wikipedia.org/wiki/L%C3%A4%C3%A4ne-Viru_County",
986,"EE-65",65,"Põlva County","EU","EE","http://en.wikipedia.org/wiki/P%C3%B5lva_County",
987,"EE-67",67,"Pärnu County","EU","EE","http://en.wikipedia.org/wiki/P%C3%A4rnu_County",
988,"EE-70",70,"Rapla County","EU","EE","http://en.wikipedia.org/wiki/Rapla_County",
989,"EE-74",74,"Saare County","EU","EE","http://en.wikipedia.org/wiki/Saare_County",
990,"EE-7B","7B","Tartu County","EU","EE","http://en.wikipedia.org/wiki/Tartu_County",
991,"EE-82",82,"Valga County","EU","EE","http://en.wikipedia.org/wiki/Valga_County",
992,"EE-84",84,"Viljandi County","EU","EE","http://en.wikipedia.org/wiki/Viljandi_County",
993,"EE-86",86,"Võru County","EU","EE","http://en.wikipedia.org/wiki/V%C3%B5ru_County",
994,"EE-U-A","U-A","(unassigned)","EU","EE",,
995,"EG-ALX","ALX","Alexandria Governorate","AF","EG","http://en.wikipedia.org/wiki/Alexandria_Governorate",
996,"EG-ASN","ASN","Aswan Governorate","AF","EG","http://en.wikipedia.org/wiki/Aswan_Governorate",
997,"EG-AST","AST","Asyut Governorate","AF","EG","http://en.wikipedia.org/wiki/Asyut_Governorate",
998,"EG-BA","BA","Red Sea Governorate","AF","EG","http://en.wikipedia.org/wiki/Red_Sea_Governorate",
999,"EG-BH","BH","Beheira Governorate","AF","EG","http://en.wikipedia.org/wiki/Beheira_Governorate",
1000,"EG-BNS","BNS","Beni Suef Governorate","AF","EG","http://en.wikipedia.org/wiki/Beni_Suef_Governorate",
1001,"EG-C","C","Cairo Governorate","AF","EG","http://en.wikipedia.org/wiki/Cairo_Governorate",
1002,"EG-DK","DK","Dakahlia Governorate","AF","EG","http://en.wikipedia.org/wiki/Dakahlia_Governorate",
1003,"EG-DT","DT","Damietta Governorate","AF","EG","http://en.wikipedia.org/wiki/Damietta_Governorate",
1004,"EG-FYM","FYM","Faiyum Governorate","AF","EG","http://en.wikipedia.org/wiki/Faiyum_Governorate",
1005,"EG-GH","GH","Gharbia Governorate","AF","EG","http://en.wikipedia.org/wiki/Gharbia_Governorate",
1006,"EG-GZ","GZ","Giza Governorate","AF","EG","http://en.wikipedia.org/wiki/Giza_Governorate",
1007,"EG-IS","IS","Ismailia Governorate","AF","EG","http://en.wikipedia.org/wiki/Ismailia_Governorate",
1008,"EG-JS","JS","South Sinai Governorate","AF","EG","http://en.wikipedia.org/wiki/South_Sinai_Governorate",
1009,"EG-KB","KB","Qalyubia Governorate","AF","EG","http://en.wikipedia.org/wiki/Qalyubia_Governorate",
1010,"EG-KFS","KFS","Kafr el-Sheikh Governorate","AF","EG","http://en.wikipedia.org/wiki/Kafr_el-Sheikh_Governorate",
1011,"EG-KN","KN","Qena Governorate","AF","EG","http://en.wikipedia.org/wiki/Qena_Governorate",
1012,"EG-MN","MN","Minya Governorate","AF","EG","http://en.wikipedia.org/wiki/Minya_Governorate",
1013,"EG-MNF","MNF","Monufia Governorate","AF","EG","http://en.wikipedia.org/wiki/Monufia_Governorate",
1014,"EG-MT","MT","Matruh Governorate","AF","EG","http://en.wikipedia.org/wiki/Matruh_Governorate",
1015,"EG-PTS","PTS","Port Said Governorate","AF","EG","http://en.wikipedia.org/wiki/Port_Said_Governorate",
1016,"EG-SHG","SHG","Sohag Governorate","AF","EG","http://en.wikipedia.org/wiki/Sohag_Governorate",
1017,"EG-SHR","SHR","Sharqia Governorate","AF","EG","http://en.wikipedia.org/wiki/Sharqia_Governorate",
1018,"EG-SIN","SIN","North Sinai Governorate","AF","EG","http://en.wikipedia.org/wiki/North_Sinai_Governorate",
1019,"EG-SUZ","SUZ","Suez Governorate","AF","EG","http://en.wikipedia.org/wiki/Suez_Governorate",
1020,"EG-U-A","U-A","(unassigned)","AF","EG",,
1021,"EG-WAD","WAD","New Valley Governorate","AF","EG","http://en.wikipedia.org/wiki/New_Valley_Governorate",
1022,"EH-U-A","U-A","(unassigned)","AF","EH",,
1023,"ER-AN","AN","Anseba","AF","ER","http://en.wikipedia.org/wiki/Anseba",
1024,"ER-DK","DK","Debubawi Keyih Bahri","AF","ER","http://en.wikipedia.org/wiki/Debubawi_Keyih_Bahri",
1025,"ER-DU","DU","Debub","AF","ER","http://en.wikipedia.org/wiki/Debub",
1026,"ER-GB","GB","Gash-Barka","AF","ER","http://en.wikipedia.org/wiki/Gash-Barka",
1027,"ER-MA","MA","Maakel","AF","ER","http://en.wikipedia.org/wiki/Maakel",
1028,"ER-SK","SK","Semenawi Keyih Bahri","AF","ER","http://en.wikipedia.org/wiki/Semenawi_Keyih_Bahri",
1029,"ER-U-A","U-A","(unassigned)","AF","ER",,
1030,"ES-A","A","Alicante","EU","ES","http://en.wikipedia.org/wiki/Alicante",
1031,"ES-AB","AB","Albacete","EU","ES","http://en.wikipedia.org/wiki/Albacete",
1032,"ES-AL","AL","Almería","EU","ES","http://en.wikipedia.org/wiki/Almería",
1033,"ES-AN","AN","Andalucía","EU","ES","http://en.wikipedia.org/wiki/Andalucía",
1034,"ES-AR","AR","Aragón","EU","ES","http://en.wikipedia.org/wiki/Aragón",
1035,"ES-AV","AV","Ávila","EU","ES","http://en.wikipedia.org/wiki/Ávila",
1036,"ES-B","B","Barcelona","EU","ES","http://en.wikipedia.org/wiki/Barcelona",
1037,"ES-BA","BA","Badajoz","EU","ES","http://en.wikipedia.org/wiki/Badajoz",
1038,"ES-BI","BI","Vizcaya","EU","ES","http://en.wikipedia.org/wiki/Vizcaya",
1039,"ES-BU","BU","Burgos","EU","ES","http://en.wikipedia.org/wiki/Burgos",
1040,"ES-C","C","La Coruña","EU","ES","http://en.wikipedia.org/wiki/La_Coruña",
1041,"ES-CA","CA","Cádiz","EU","ES","http://en.wikipedia.org/wiki/Cádiz",
1042,"ES-CC","CC","Cáceres","EU","ES","http://en.wikipedia.org/wiki/Cáceres",
1043,"ES-CE","CE","Ceuta","EU","ES","http://en.wikipedia.org/wiki/Ceuta",
1044,"ES-CL","CL","Castilla y León","EU","ES","http://en.wikipedia.org/wiki/Castilla_y_León",
1045,"ES-CM","CM","Castilla-La Mancha","EU","ES","http://en.wikipedia.org/wiki/Castilla-La_Mancha",
1046,"ES-CN","CN","Canary Islands","EU","ES","http://en.wikipedia.org/wiki/Canary_Islands",
1047,"ES-CR","CR","Ciudad Real","EU","ES","http://en.wikipedia.org/wiki/Ciudad_Real",
1048,"ES-CS","CS","Castellón","EU","ES","http://en.wikipedia.org/wiki/Castellón",
1049,"ES-CT","CT","Catalonia","EU","ES","http://en.wikipedia.org/wiki/Catalonia",
1050,"ES-CU","CU","Cuenca","EU","ES","http://en.wikipedia.org/wiki/Cuenca",
1051,"ES-EX","EX","Extremadura","EU","ES","http://en.wikipedia.org/wiki/Extremadura",
1052,"ES-GA","GA","Galicia","EU","ES","http://en.wikipedia.org/wiki/Galicia",
1053,"ES-GC","GC","Las Palmas","EU","ES","http://en.wikipedia.org/wiki/Las_Palmas",
1054,"ES-GE","GE","Girona","EU","ES","http://en.wikipedia.org/wiki/Girona",
1055,"ES-GR","GR","Granada","EU","ES","http://en.wikipedia.org/wiki/Granada",
1056,"ES-GU","GU","Guadalajara","EU","ES","http://en.wikipedia.org/wiki/Guadalajara",
1057,"ES-H","H","Huelva","EU","ES","http://en.wikipedia.org/wiki/Huelva",
1058,"ES-HU","HU","Huesca","EU","ES","http://en.wikipedia.org/wiki/Huesca",
1059,"ES-IB","IB","Baleares","EU","ES","http://en.wikipedia.org/wiki/Baleares",
1060,"ES-J","J","Jaén","EU","ES","http://en.wikipedia.org/wiki/Jaén",
1061,"ES-L","L","Lleida","EU","ES","http://en.wikipedia.org/wiki/Lleida",
1062,"ES-LE","LE","León","EU","ES","http://en.wikipedia.org/wiki/León",
1063,"ES-LO","LO","La Rioja","EU","ES","http://en.wikipedia.org/wiki/La_Rioja",
1064,"ES-LU","LU","Lugo","EU","ES","http://en.wikipedia.org/wiki/Lugo",
1065,"ES-M","M","Madrid","EU","ES","http://en.wikipedia.org/wiki/Madrid",
1066,"ES-MA","MA","Málaga","EU","ES","http://en.wikipedia.org/wiki/Málaga",
1067,"ES-ML","ML","Melilla","EU","ES","http://en.wikipedia.org/wiki/Melilla",
1068,"ES-MU","MU","Murcia","EU","ES","http://en.wikipedia.org/wiki/Murcia",
1069,"ES-NA","NA","Navarra","EU","ES","http://en.wikipedia.org/wiki/Navarra",
1070,"ES-O","O","Asturias","EU","ES","http://en.wikipedia.org/wiki/Asturias",
1071,"ES-OR","OR","Ourense","EU","ES","http://en.wikipedia.org/wiki/Ourense",
1072,"ES-P","P","Palencia","EU","ES","http://en.wikipedia.org/wiki/Palencia",
1073,"ES-PM","PM","Baleares","EU","ES","http://en.wikipedia.org/wiki/Baleares",
1074,"ES-PO","PO","Pontevedra","EU","ES","http://en.wikipedia.org/wiki/Pontevedra",
1075,"ES-PV","PV","Basque Country","EU","ES","http://en.wikipedia.org/wiki/Basque_Country",
1076,"ES-S","S","Cantabria","EU","ES","http://en.wikipedia.org/wiki/Cantabria",
1077,"ES-SA","SA","Salamanca","EU","ES","http://en.wikipedia.org/wiki/Salamanca",
1078,"ES-SE","SE","Sevilla","EU","ES","http://en.wikipedia.org/wiki/Sevilla",
1079,"ES-SG","SG","Segovia","EU","ES","http://en.wikipedia.org/wiki/Segovia",
1080,"ES-SO","SO","Soria","EU","ES","http://en.wikipedia.org/wiki/Soria",
1081,"ES-SS","SS","Guipúzcoa","EU","ES","http://en.wikipedia.org/wiki/Guipúzcoa",
1082,"ES-T","T","Tarragona","EU","ES","http://en.wikipedia.org/wiki/Tarragona",
1083,"ES-TE","TE","Teruel","EU","ES","http://en.wikipedia.org/wiki/Teruel",
1084,"ES-TF","TF","Santa Cruz de Tenerife","EU","ES","http://en.wikipedia.org/wiki/Santa_Cruz_de_Tenerife",
1085,"ES-U-A","U-A","(unassigned)","EU","ES",,
1086,"ES-V","V","Valencia","EU","ES","http://en.wikipedia.org/wiki/Valencia",
1087,"ES-VA","VA","Valladolid","EU","ES","http://en.wikipedia.org/wiki/Valladolid",
1088,"ES-VI","VI","Álava","EU","ES","http://en.wikipedia.org/wiki/Álava",
1089,"ES-Z","Z","Zaragoza","EU","ES","http://en.wikipedia.org/wiki/Zaragoza",
1090,"ES-ZA","ZA","Zamora","EU","ES","http://en.wikipedia.org/wiki/Zamora",
1091,"ET-AA","AA","Addis Ababa","AF","ET","http://en.wikipedia.org/wiki/Addis_Ababa",
1092,"ET-AF","AF","Afar","AF","ET","http://en.wikipedia.org/wiki/Afar",
1093,"ET-AM","AM","Amara","AF","ET","http://en.wikipedia.org/wiki/Amara",
1094,"ET-BE","BE","Benshangul-Gumaz","AF","ET","http://en.wikipedia.org/wiki/Benshangul-Gumaz",
1095,"ET-DD","DD","Dire Dawa","AF","ET","http://en.wikipedia.org/wiki/Dire_Dawa",
1096,"ET-GA","GA","Gambela Peoples","AF","ET","http://en.wikipedia.org/wiki/Gambela_Peoples",
1097,"ET-HA","HA","Harari People","AF","ET","http://en.wikipedia.org/wiki/Harari_People",
1098,"ET-OR","OR","Oromia","AF","ET","http://en.wikipedia.org/wiki/Oromia",
1099,"ET-SN","SN","Southern Nations, Nationalities and Peoples","AF","ET","http://en.wikipedia.org/wiki/Southern_Nations,_Nationalities_and_Peoples",
1100,"ET-SO","SO","Somali","AF","ET","http://en.wikipedia.org/wiki/Somali",
1101,"ET-TI","TI","Tigrai","AF","ET","http://en.wikipedia.org/wiki/Tigrai",
1102,"ET-U-A","U-A","(unassigned)","AF","ET",,
1103,"FI-AL","AL","Åland Islands","EU","FI","http://en.wikipedia.org/wiki/Åland_Islands","Ahvenanmaan lääni, Ålands län"
1104,"FI-ES","ES","Southern Finland","EU","FI","http://en.wikipedia.org/wiki/Southern_Finland","Etelä-Suomen lääni, Södra Finlands län"
1105,"FI-IS","IS","Eastern Finland","EU","FI","http://en.wikipedia.org/wiki/Eastern_Finland","Itä-Suomen lääni, Östra Finlands län"
1106,"FI-LL","LL","Lapland","EU","FI","http://en.wikipedia.org/wiki/Lapland","Lapin lääni, Lapplands län, Lappland"
1107,"FI-LS","LS","Western Finland","EU","FI","http://en.wikipedia.org/wiki/Western_Finland","Länsi-Suomen lääni, Västra Finlands län"
1108,"FI-OL","OL","Oulu","EU","FI","http://en.wikipedia.org/wiki/Oulu","Oulun lääni, Uleåborgs län"
1109,"FI-U-A","U-A","(unassigned)","EU","FI",,
1110,"FJ-C","C","Central","OC","FJ","http://en.wikipedia.org/wiki/Central",
1111,"FJ-E","E","Eastern","OC","FJ","http://en.wikipedia.org/wiki/Eastern",
1112,"FJ-N","N","Northern","OC","FJ","http://en.wikipedia.org/wiki/Northern",
1113,"FJ-R","R","Rotuma","OC","FJ","http://en.wikipedia.org/wiki/Rotuma",
1114,"FJ-U-A","U-A","(unassigned)","OC","FJ",,
1115,"FJ-W","W","Western","OC","FJ","http://en.wikipedia.org/wiki/Western",
1116,"FK-U-A","U-A","(unassigned)","SA","FK",,
1117,"FM-KSA","KSA","Kosrae","OC","FM","http://en.wikipedia.org/wiki/Kosrae",
1118,"FM-PNI","PNI","Pohnpei","OC","FM","http://en.wikipedia.org/wiki/Pohnpei",
1119,"FM-TRK","TRK","Chuuk","OC","FM","http://en.wikipedia.org/wiki/Chuuk",
1120,"FM-U-A","U-A","(unassigned)","OC","FM",,
1121,"FM-YAP","YAP","Yap","OC","FM","http://en.wikipedia.org/wiki/Yap",
1122,"FO-U-A","U-A","(unassigned)","EU","FO",,
4154,"FR-A","A","Alsace","EU","FR","http://en.wikipedia.org/wiki/Alsace",
4153,"FR-B","B","Aquitaine","EU","FR","http://en.wikipedia.org/wiki/Aquitaine",
4152,"FR-C","C","Auvergne","EU","FR","http://en.wikipedia.org/wiki/Auvergne",
4151,"FR-D","D","Burgundy","EU","FR","http://en.wikipedia.org/wiki/Burgundy","Bourgogne"
4149,"FR-E","E","Brittany","EU","FR","http://en.wikipedia.org/wiki/Brittany","Bretagne"
4148,"FR-F","F","Centre","EU","FR","http://en.wikipedia.org/wiki/Centre",
4147,"FR-G","G","Champagne-Ardenne","EU","FR","http://en.wikipedia.org/wiki/Champagne-Ardenne",
4146,"FR-H","H","Corsica","EU","FR","http://en.wikipedia.org/wiki/Corsica","Corse"
4145,"FR-I","I","Franche-Comté","EU","FR","http://en.wikipedia.org/wiki/Franche-Comté",
4143,"FR-J","J","Île-de-France","EU","FR","http://en.wikipedia.org/wiki/Île-de-France",
4142,"FR-K","K","Languedoc-Roussillon","EU","FR","http://en.wikipedia.org/wiki/Languedoc-Roussillon",
4141,"FR-L","L","Limousin","EU","FR","http://en.wikipedia.org/wiki/Limousin",
4140,"FR-M","M","Lorraine","EU","FR","http://en.wikipedia.org/wiki/Lorraine",
4139,"FR-N","N","Midi-Pyrénées","EU","FR","http://en.wikipedia.org/wiki/Midi-Pyrénées",
4138,"FR-O","O","Nord-Pas-de-Calais","EU","FR","http://en.wikipedia.org/wiki/Nord-Pas-de-Calais",
4150,"FR-P","P","Lower Normandy","EU","FR","http://en.wikipedia.org/wiki/Lower_Normandy","Basse-Normandie"
4144,"FR-Q","Q","Upper Normandy","EU","FR","http://en.wikipedia.org/wiki/Upper_Normandy","Haute-Normandie"
4137,"FR-R","R","Pays-de-la-Loire","EU","FR","http://en.wikipedia.org/wiki/Pays-de-la-Loire",
4136,"FR-S","S","Picardie","EU","FR","http://en.wikipedia.org/wiki/Picardie","Picardy"
4135,"FR-T","T","Poitou-Charentes","EU","FR","http://en.wikipedia.org/wiki/Poitou-Charentes",
4134,"FR-U","U","Provence-Alpes-Côte-d'Azur","EU","FR","http://en.wikipedia.org/wiki/Provence-Alpes-Côte-d'Azur",
1219,"FR-U-A","U-A","(unassigned)","EU","FR",,
4133,"FR-V","V","Rhône Alpes","EU","FR","http://en.wikipedia.org/wiki/Rhône_Alpes",
1220,"GA-1",1,"Estuaire Province","AF","GA","http://en.wikipedia.org/wiki/Estuaire_Province",
1221,"GA-2",2,"Haut-Ogooué Province","AF","GA","http://en.wikipedia.org/wiki/Haut-Ogoou%C3%A9_Province",
1222,"GA-3",3,"Moyen-Ogooué Province","AF","GA","http://en.wikipedia.org/wiki/Moyen-Ogoou%C3%A9_Province",
1223,"GA-4",4,"Ngounié Province","AF","GA","http://en.wikipedia.org/wiki/Ngouni%C3%A9_Province",
1224,"GA-5",5,"Nyanga Province","AF","GA","http://en.wikipedia.org/wiki/Nyanga_Province",
1225,"GA-6",6,"Ogooué-Ivindo Province","AF","GA","http://en.wikipedia.org/wiki/Ogoou%C3%A9-Ivindo_Province",
1226,"GA-7",7,"Ogooué-Lolo Province","AF","GA","http://en.wikipedia.org/wiki/Ogoou%C3%A9-Lolo_Province",
1227,"GA-8",8,"Ogooué-Maritime Province","AF","GA","http://en.wikipedia.org/wiki/Ogoou%C3%A9-Maritime_Province",
1228,"GA-9",9,"Woleu-Ntem Province","AF","GA","http://en.wikipedia.org/wiki/Woleu-Ntem_Province",
1229,"GA-U-A","U-A","(unassigned)","AF","GA",,
4175,"GB-ENG","ENG","England","EU","GB","http://en.wikipedia.org/wiki/England",
4176,"GB-NIR","NIR","Northern Ireland","EU","GB","http://en.wikipedia.org/wiki/Northern_Ireland","keep"
4178,"GB-SCT","SCT","Scotland","EU","GB","http://en.wikipedia.org/wiki/Scotland","keep"
1442,"GB-U-A","U-A","(unassigned)","EU","GB",,"keep"
4177,"GB-WLS","WLS","Wales","EU","GB","http://en.wikipedia.org/wiki/Wales","keep"
1465,"GD-AN","AN","Saint Andrew","NA","GD","http://en.wikipedia.org/wiki/Saint_Andrew",
1466,"GD-DA","DA","Saint David","NA","GD","http://en.wikipedia.org/wiki/Saint_David",
1467,"GD-GE","GE","Saint George","NA","GD","http://en.wikipedia.org/wiki/Saint_George",
1468,"GD-JO","JO","Saint John","NA","GD","http://en.wikipedia.org/wiki/Saint_John",
1469,"GD-MA","MA","Saint Mark","NA","GD","http://en.wikipedia.org/wiki/Saint_Mark",
1470,"GD-PA","PA","Saint Patrick","NA","GD","http://en.wikipedia.org/wiki/Saint_Patrick",
1471,"GD-U-A","U-A","(unassigned)","NA","GD",,
4213,"GE-AB","AB","Abkhazia","AS","GE","http://en.wikipedia.org/wiki/Abkhazia","აფხაზეთი"
4212,"GE-AJ","AJ","Adjara","AS","GE","http://en.wikipedia.org/wiki/Adjara","Ajaria, აჭარა"
4211,"GE-GU","GU","Guria","AS","GE","http://en.wikipedia.org/wiki/Guria",
4210,"GE-IM","IM","Imereti","AS","GE","http://en.wikipedia.org/wiki/Imereti","Imeret'i, იმერეთი მხარე"
4209,"GE-KA","KA","Kakheti","AS","GE","http://en.wikipedia.org/wiki/Kakheti","Kakhet'i, კახეთი"
4208,"GE-KK","KK","Kvemo Kartli","AS","GE","http://en.wikipedia.org/wiki/Kvemo_Kartli","K'vemo K'art'li, ქვემო ქართლი"
4207,"GE-MM","MM","Mtskheta-Mtianeti","AS","GE","http://en.wikipedia.org/wiki/Mtskheta-Mtianeti",
4206,"GE-RL","RL","Racha-Lechkhumi and Kvemo Svaneti","AS","GE","http://en.wikipedia.org/wiki/Racha-Lechkhumi_and_Kvemo_Svaneti",
4205,"GE-SJ","SJ","Samtskhe-Javakheti","AS","GE","http://en.wikipedia.org/wiki/Samtskhe-Javakheti",
4204,"GE-SK","SK","Shida Kartli","AS","GE","http://en.wikipedia.org/wiki/Shida_Kartli",
4756,"GE-SZ","SZ","Samegrelo-Zemo Svaneti","AS","GE","http://en.wikipedia.org/wiki/Samegrelo-Zemo_Svaneti",
