edge_id,from_id,to_id
1981,1884,800
1982,1886,0
1983,1886,659
1984,1886,1379
1985,1887,517
1986,1887,986
1987,1888,871
1988,1889,505
1989,1889,702
1990,1890,261
1991,1893,122
1992,1894,1883
1993,1895,1161
1994,1896,148
1995,1896,570
1996,1897,422
1997,1902,510
1998,1902,929
1999,1904,3
2000,1904,1244
2001,1906,1682
2002,1907,49
2003,1908,85
2004,1908,328
2005,1909,463
2006,1909,1352
2007,1914,512
2008,1915,18
2009,1916,38
2010,1916,43
2011,1916,254
2012,1916,1257
2013,1919,496
2014,1920,117
2015,1921,51
2016,1921,440
2017,1922,43
2018,1923,1015
2019,1924,828
2020,1926,44
2021,1926,1722
2022,1927,429
2023,1928,1294
2024,1928,1343
2025,1929,21
2026,1929,1658
2027,1930,1054
2028,1931,924
2029,1934,936
2030,1939,654
2031,1941,8
2032,1941,790
2033,1941,1215
2034,1942,856
2035,1943,370
2036,1946,6
2037,1947,315
2038,1947,361
2039,1947,791
2040,1947,1430
2041,1948,885
2042,1950,1117
2043,1950,1682
2044,1952,830
2045,1952,1017
2046,1954,1
2047,1955,3
2048,1955,396
2049,1956,6
2050,1956,243
2051,1956,657
2052,1957,1237
2053,1958,502
2054,1959,39
2055,1960,1902
2056,1961,21
2057,1961,1033
2058,1961,1501
2059,1962,497
2060,1962,987
2061,1963,889
2062,1963,1410
2063,1964,179
2064,1965,1545
2065,1966,393
2066,1966,766
2067,1968,1731
2068,1969,598
2069,1969,1077
2070,1971,0
2071,1971,6
2072,1971,50
2073,1971,1109
2074,1973,825
2075,1973,1232
2076,1974,6
2077,1974,1902
2078,1975,128
2079,1975,1081
2080,1977,50
2081,1978,88
2082,1980,489
2083,1980,511
2084,1980,1894
2085,1981,392
2086,1981,570
2087,1982,1522
2088,1983,50
2089,1985,1392
2090,1988,158
2091,1993,8
2092,1995,793
2093,1996,75
2094,1996,1613
2095,1997,422
2096,1998,1902
2097,2002,17
2098,2002,856
2099,2003,497
2100,2003,700
2101,2004,15
2102,2004,170
2103,2004,1764
2104,2006,43
2105,2008,357
2106,2009,224
2107,2009,1406
2108,2010,765
2109,2011,288
2110,2011,1673
2111,2012,440
2112,2013,167
2113,2014,300
2114,2014,343
2115,2015,334
2116,2015,790
2117,2015,889
2118,2016,148
2119,2017,983
2120,2017,1194
2121,2018,302
2122,2019,24
2123,2020,1462
2124,2021,489
2125,2022,18
2126,2026,7
2127,2027,386
2128,2029,533
2129,2029,1902
2130,2030,464
2131,2031,1206
2132,2032,510
2133,2032,742
2134,2032,911
2135,2033,234
2136,2034,502
2137,2035,814
2138,2036,508
2139,2037,113
2140,2038,0
2141,2038,41
2142,2040,1462
2143,2042,1744
2144,2044,50
2145,2044,756
2146,2046,1470
2147,2047,533
2148,2048,51
2149,2048,1573
2150,2050,15
2151,2050,193
2152,2050,1537
2153,2051,1407
2154,2055,461
2155,2056,486
2156,2058,53
2157,2058,264
2158,2059,904
2159,2060,1047
2160,2061,9
2161,2061,1305
2162,2062,1069
2163,2063,6
2164,2063,771
2165,2065,37
2166,2065,835
2167,2067,163
2168,2068,208
2169,2068,512
2170,2069,413
2171,2069,1039
2172,2069,1682
2173,2071,1499
2174,2072,1187
2175,2074,486
2176,2075,683
2177,2076,533
2178,2076,702
2179,2076,1961
2180,2080,15
2181,2080,759
2182,2082,315
2183,2082,1464
2184,2084,1679
2185,2084,1697
2186,2085,95
2187,2085,1948
2188,2086,1856
2189,2087,808
2190,2088,1671
2191,2091,1673
2192,2094,11
2193,2094,1105
2194,2096,18
2195,2096,53
2196,2096,1181
2197,2099,633
2198,2101,1080
2199,2102,1105
2200,2102,2030
2201,2103,171
2202,2104,1688
2203,2105,193
2204,2105,1883
2205,2106,1852
2206,2108,60
2207,2111,409
2208,2111,1416
2209,2112,2020
2210,2114,227
2211,2115,464
2212,2116,2
2213,2116,40
2214,2116,1283
2215,2118,14
2216,2118,427
2217,2118,1300
2218,2119,93
2219,2119,537
2220,2120,72
2221,2120,1257
2222,2121,2035
2223,2123,1522
2224,2124,2046
2225,2125,144
2226,2126,6
2227,2127,33
2228,2127,178
2229,2127,341
2230,2127,575
2231,2128,848
2232,2129,486
2233,2129,1356
2234,2131,11
2235,2131,1264
2236,2132,44
2237,2133,155
2238,2133,646
2239,2134,1980
2240,2135,40
2241,2138,1966
2242,2139,1580
2243,2139,1628
2244,2140,264
2245,2141,1109
2246,2142,295
2247,2143,286
2248,2144,50
2249,2145,373
2250,2145,963
2251,2147,99
2252,2147,1203
2253,2147,1247
2254,2148,10
2255,2149,341
2256,2151,1105
2257,2153,597
2258,2154,1001
2259,2156,1135
2260,2158,281
2261,2158,854
2262,2159,270
2263,2159,451
2264,2159,1080
2265,2159,2019
2266,2162,1090
2267,2163,40
2268,2166,782
2269,2166,1288
2270,2166,1406
2271,2169,39
2272,2170,144
2273,2171,33
2274,2171,608
2275,2172,161
2276,2173,1902
2277,2174,1406
2278,2175,1314
2279,2176,148
2280,2180,145
2281,2180,1766
2282,2181,300
2283,2181,559
2284,2183,1995
2285,2184,597
2286,2186,21
2287,2186,712
2288,2186,846
2289,2188,40
2290,2189,11
2291,2191,50
2292,2192,631
2293,2194,38
2294,2194,1662
2295,2195,43
2296,2195,591
2297,2197,4
2298,2197,1247
2299,2200,85
2300,2200,1441
2301,2201,1682
2302,2202,8
2303,2204,46
2304,2204,222
2305,2204,1191
2306,2204,1522
2307,2205,14
2308,2206,874
2309,2207,2080
2310,2211,178
2311,2213,122
2312,2213,1922
2313,2214,19
2314,2214,261
2315,2214,463
2316,2214,704
2317,2214,862
2318,2215,400
2319,2216,856
2320,2217,39
2321,2218,934
2322,2220,49
2323,2221,507
2324,2222,679
2325,2223,310
2326,2224,1109
2327,2225,502
2328,2225,807
2329,2225,909
2330,2225,1955
2331,2226,7
2332,2226,70
2333,2226,1088
2334,2227,155
2335,2227,224
2336,2227,1651
2337,2229,489
2338,2230,619
2339,2232,8
2340,2233,862
2341,2235,1421
2342,2236,1017
2343,2237,1351
2344,2237,2084
2345,2238,1369
2346,2239,19
2347,2242,17
2348,2242,164
2349,2242,433
2350,2243,93
2351,2243,399
2352,2245,348
2353,2249,1304
2354,2250,1700
2355,2251,156
2356,2251,767
2357,2253,156
2358,2253,381
2359,2255,71
2360,2256,975
2361,2257,358
2362,2257,1410
2363,2261,2015
2364,2264,1952
2365,2266,44
2366,2266,783
2367,2268,579
2368,2268,916
2369,2268,1234
2370,2269,329
2371,2269,402
2372,2269,1344
2373,2270,116
2374,2270,248
2375,2271,427
2376,2271,1507
2377,2273,8
2378,2275,555
2379,2275,1561
2380,2276,537
2381,2277,158
2382,2277,315
2383,2277,1907
2384,2278,2
2385,2280,103
2386,2280,409
2387,2281,166
2388,2281,1298
2389,2283,1735
2390,2285,43
2391,2285,219
2392,2289,12
2393,2289,95
2394,2289,1627
2395,2290,247
2396,2292,158
2397,2292,1651
2398,2293,207
2399,2293,782
2400,2293,1506
2401,2294,1661
2402,2295,1127
2403,2296,15
2404,2296,987
2405,2297,687
2406,2297,2226
2407,2298,904
2408,2300,247
2409,2300,1878
2410,2301,929
2411,2303,270
2412,2304,1235
2413,2305,1964
2414,2308,158
2415,2309,1445
2416,2310,641
2417,2310,803
2418,2310,1961
2419,2310,2283
2420,2312,422
2421,2312,869
2422,2313,386
2423,2313,1003
2424,2313,1947
2425,2315,1127
2426,2315,1244
2427,2315,2169
2428,2316,1264
2429,2316,1721
2430,2318,186
2431,2318,1518
2432,2319,2017
2433,2320,286
2434,2322,158
2435,2323,50
2436,2323,1831
2437,2324,2120
2438,2326,53
2439,2327,533
2440,2327,2116
2441,2328,104
2442,2328,175
2443,2329,616
2444,2330,818
2445,2330,2134
2446,2332,16
2447,2333,167
2448,2335,224
2449,2335,277
2450,2335,422
2451,2335,1211
2452,2336,950
2453,2336,1080
2454,2339,1264
2455,2340,8
2456,2340,10
2457,2340,33
2458,2340,1619
2459,2341,807
2460,2341,1766
2461,2342,1791
2462,2342,1969
2463,2344,150
2464,2346,1105
2465,2347,1434
2466,2349,165
2467,2350,21
2468,2350,409
2469,2350,1142
2470,2351,1417
2471,2354,790
2472,2354,924
2473,2358,659
2474,2358,732
2475,2358,904
2476,2359,1041
2477,2360,1921
2478,2361,1889
2479,2362,276
2480,2362,1420
2481,2365,1298
2482,2366,427
2483,2366,983
2484,2366,1303
2485,2368,1952
2486,2370,399
2487,2370,641
2488,2370,1731
2489,2371,227
2490,2371,1187
2491,2374,424
2492,2375,6
2493,2377,480
2494,2380,559
2495,2380,1902
2496,2381,124
2497,2382,85
2498,2382,1042
2499,2384,555
2500,2384,1627
2501,2385,19
2502,2385,1660
2503,2385,1978
2504,2386,6
2505,2386,334
2506,2387,11
2507,2389,17
2508,2389,75
2509,2389,313
2510,2389,759
2511,2390,44
2512,2390,496
2513,2390,1681
2514,2392,82
2515,2392,1726
2516,2393,1016
2517,2394,482
2518,2394,934
2519,2395,1263
2520,2395,2071
2521,2396,179
2522,2396,1797
2523,2396,2118
2524,2397,15
2525,2397,1660
2526,2398,1009
2527,2398,1780
2528,2401,72
2529,2401,1627
2530,2403,735
2531,2404,273
2532,2404,1054
2533,2404,1081
2534,2405,982
2535,2408,464
2536,2408,551
2537,2409,144
2538,2409,771
2539,2412,143
2540,2413,14
2541,2414,116
2542,2414,950
2543,2415,247
2544,2417,399
2545,2417,846
2546,2417,887
2547,2418,186
2548,2420,1969
2549,2422,329
2550,2424,71
2551,2424,570
2552,2425,1234
2553,2426,0
2554,2426,1870
2555,2427,119
2556,2427,341
2557,2430,9
2558,2430,255
2559,2430,496
2560,2432,15
2561,2433,659
2562,2433,701
2563,2436,99
2564,2436,701
2565,2437,184
2566,2437,2275
2567,2438,271
2568,2438,1435
2569,2438,1543
2570,2442,343
2571,2442,683
2572,2443,1428
2573,2444,372
2574,2449,999
2575,2449,1924
2576,2451,13
2577,2451,1136
2578,2453,334
2579,2453,428
2580,2454,455
2581,2454,1406
2582,2455,1
2583,2456,2169
2584,2458,13
2585,2458,413
2586,2459,918
2587,2461,809
2588,2462,18
2589,2462,261
2590,2462,1044
2591,2462,1537
2592,2464,533
2593,2464,1316
2594,2465,2068
2595,2466,111
2596,2466,323
2597,2467,21
2598,2467,41
2599,2468,1264
2600,2468,2166
2601,2473,77
2602,2473,179
2603,2474,454
2604,2475,1041
2605,2477,1914
2606,2478,68
2607,2478,1276
2608,2479,15
2609,2479,2056
2610,2480,10
2611,2481,756
2612,2483,2080
2613,2484,2149
2614,2484,2335
2615,2485,234
2616,2485,1068
2617,2485,1252
2618,2490,142
2619,2491,52
2620,2491,1661
2621,2493,561
2622,2494,402
2623,2496,807
2624,2497,171
2625,2498,158
2626,2499,766
2627,2500,1570
2628,2501,184
2629,2502,2
2630,2505,314
2631,2505,742
2632,2506,1313
2633,2506,2139
2634,2507,51
2635,2507,777
2636,2507,1860
2637,2509,1379
2638,2511,1015
2639,2513,2493
2640,2515,375
2641,2516,1092
2642,2517,1152
2643,2518,2436
2644,2520,835
2645,2520,1435
2646,2521,122
2647,2522,669
2648,2522,1187
2649,2523,1053
2650,2524,422
2651,2524,589
2652,2525,2149
2653,2527,1510
2654,2527,1697
2655,2530,1300
2656,2532,2120
2657,2533,15
2658,2534,124
2659,2536,595
2660,2536,1522
2661,2536,2365
2662,2538,0
2663,2538,2480
2664,2540,281
2665,2540,343
2666,2540,364
2667,2541,2171
2668,2542,170
2669,2544,82
2670,2544,103
2671,2545,485
2672,2545,2467
2673,2548,1019
2674,2549,16
2675,2550,33
2676,2550,1091
2677,2551,999
2678,2551,1327
2679,2552,12
2680,2552,34
2681,2553,44
2682,2554,324
2683,2554,2245
2684,2556,10
2685,2558,222
2686,2561,125
2687,2562,34
2688,2562,759
2689,2565,12
2690,2567,37
2691,2567,1680
2692,2568,1024
2693,2568,2251
2694,2570,1202
2695,2570,1215
2696,2571,111
2697,2572,1848
2698,2573,93
2699,2573,1504
2700,2575,155
2701,2575,166
2702,2576,148
2703,2576,1923
2704,2577,2459
2705,2582,33
2706,2582,2403
2707,2584,8
2708,2585,943
2709,2586,357
2710,2587,1960
2711,2589,273
2712,2589,2218
2713,2590,231
2714,2592,1719
2715,2593,1280
2716,2594,6
2717,2595,435
2718,2597,99
2719,2598,2
2720,2599,790
2721,2599,1962
2722,2600,2
2723,2600,13
2724,2600,1430
2725,2600,1623
2726,2601,484
2727,2602,1499
2728,2604,1661
2729,2606,696
2730,2609,18
2731,2609,734
2732,2612,887
2733,2615,24
2734,2615,144
2735,2617,790
2736,2617,878
2737,2619,248
2738,2620,399
2739,2621,679
2740,2621,1308
2741,2625,486
2742,2625,625
2743,2626,469
2744,2626,2454
2745,2627,9
2746,2628,70
2747,2628,574
2748,2628,1607
2749,2628,1671
2750,2629,701
2751,2630,6
2752,2631,9
2753,2632,2544
2754,2633,2245
2755,2635,2392
2756,2636,1314
2757,2636,1766
2758,2638,463
2759,2638,767
2760,2638,1632
2761,2641,2020
2762,2644,701
2763,2645,2550
2764,2646,166
2765,2648,2540
2766,2649,670
2767,2649,1692
2768,2650,9
2769,2650,889
2770,2650,1201
2771,2652,496
2772,2655,2020
2773,2655,2245
2774,2656,633
2775,2656,1874
2776,2656,1971
2777,2656,2128
2778,2658,519
2779,2659,81
2780,2659,2171
2781,2662,463
2782,2662,654
2783,2664,77
2784,2664,273
2785,2665,15
2786,2665,464
2787,2666,1136
2788,2669,2453
2789,2670,2046
2790,2670,2227
2791,2673,1385
2792,2673,2153
2793,2674,295
2794,2676,489
2795,2677,2276
2796,2678,167
2797,2678,994
2798,2679,43
2799,2681,14
2800,2681,478
2801,2681,700
2802,2682,2540
2803,2683,0
2804,2683,340
2805,2683,985
2806,2685,402
2807,2686,13
2808,2686,835
2809,2686,1619
2810,2688,485
2811,2691,18
2812,2691,740
2813,2692,34
2814,2692,158
2815,2694,931
2816,2695,1422
2817,2697,247
2818,2697,321
2819,2697,2386
2820,2699,277
2821,2699,1288
2822,2699,1427
2823,2701,14
2824,2701,18
2825,2701,807
2826,2702,12
2827,2702,39
2828,2702,1502
2829,2707,144
2830,2707,166
2831,2708,7
2832,2709,646
2833,2711,40
2834,2711,1284
2835,2711,1504
2836,2712,710
2837,2712,1628
2838,2713,43
2839,2714,1146
2840,2715,19
2841,2717,643
2842,2717,2015
2843,2719,111
2844,2719,344
2845,2720,2216
2846,2722,936
2847,2723,519
2848,2727,122
2849,2728,1505
2850,2729,1514
2851,2729,2408
2852,2730,47
2853,2731,12
2854,2731,1153
2855,2732,156
2856,2732,1856
2857,2735,12
2858,2735,50
2859,2736,178
2860,2737,671
2861,2739,2592
2862,2742,413
2863,2742,1816
2864,2743,44
2865,2744,625
2866,2748,1276
2867,2749,422
2868,2749,976
2869,2750,1090
2870,2751,489
2871,2752,2540
2872,2753,1658
2873,2754,1272
2874,2755,1172
2875,2756,47
2876,2757,464
2877,2757,1432
2878,2759,1095
2879,2760,281
2880,2764,333
2881,2764,1102
2882,2764,1276
2883,2765,2523
2884,2767,422
2885,2767,510
2886,2768,887
2887,2768,1846
2888,2769,32
2889,2769,357
2890,2772,972
2891,2772,1537
2892,2775,1441
2893,2775,1836
2894,2776,52
2895,2776,270
2896,2779,1596
2897,2781,95
2898,2781,1801
2899,2782,161
2900,2783,158
2901,2783,2473
2902,2784,2683
2903,2785,496
2904,2785,1878
2905,2786,2755
2906,2787,924
2907,2787,2283
2908,2789,19
2909,2791,218
2910,2794,595
2911,2798,375
2912,2799,243
2913,2800,908
2914,2803,334
2915,2803,2754
2916,2804,286
2917,2804,547
2918,2804,2011
2919,2807,2628
2920,2812,17
2921,2812,1766
2922,2813,18
2923,2814,142
2924,2816,70
2925,2816,1402
2926,2817,300
2927,2817,371
2928,2819,122
2929,2819,474
2930,2819,2386
2931,2820,2003
2932,2820,2636
2933,2820,2697
2934,2821,1108
2935,2821,2655
2936,2822,75
2937,2823,422
2938,2823,1726
2939,2824,1044
2940,2825,6
2941,2826,8
2942,2826,646
2943,2827,1798
2944,2829,1857
2945,2830,44
2946,2830,895
2947,2831,33
2948,2832,144
2949,2832,388
2950,2833,17
2951,2833,842
2952,2834,1585
2953,2835,2764
2954,2836,2253
2955,2839,609
2956,2839,1203
2957,2840,1077
2958,2840,1692
2959,2841,2764
2960,2843,145
2961,2846,130
2962,2846,392
2963,2846,565
2964,2846,2257
2965,2847,2436
2966,2848,154
2967,2848,1739
2968,2849,297
2969,2849,357
2970,2851,2827
2971,2852,11
2972,2852,24
2973,2852,199
2974,2855,65
2975,2855,321
2976,2858,724
2977,2858,2270
2978,2858,2394
2979,2862,11
2980,2862,812
2981,2863,2318
2982,2864,50
2983,2866,137
2984,2866,895
2985,2867,2
2986,2869,2707
2987,2873,1314
2988,2874,15
2989,2874,982
2990,2874,1305
2991,2878,18
2992,2878,1549
2993,2879,156
2994,2880,1136
2995,2880,2525
2996,2881,2417
2997,2883,277
2998,2884,1909
2999,2886,17
3000,2888,455
3001,2888,1930
3002,2890,1722
3003,2891,67
3004,2892,40
3005,2892,193
3006,2892,854
3007,2895,19
3008,2895,1197
3009,2895,1337
3010,2895,2318
3011,2898,193
3012,2901,947
3013,2902,1276
3014,2903,44
3015,2904,85
3016,2906,140
3017,2907,1662
3018,2907,2570
3019,2908,247
3020,2908,276
3021,2911,2
3022,2912,413
3023,2913,2442
3024,2914,803
3025,2917,402
3026,2917,1916
3027,2917,2430
3028,2917,2506
3029,2918,1136
3030,2918,1570
3031,2918,2214
3032,2920,1946
3033,2921,2065
3034,2921,2735
3035,2924,109
3036,2924,2230
3037,2925,485
3038,2928,2731
3039,2929,418
3040,2930,6
3041,2931,779
3042,2931,1960
3043,2932,2456
3044,2934,1294
3045,2938,145
3046,2939,619
3047,2942,11
3048,2942,1108
3049,2943,917
3050,2944,122
3051,2945,549
3052,2946,155
3053,2950,303
3054,2951,40
3055,2953,70
3056,2954,350
3057,2955,15
3058,2955,1217
3059,2958,6
3060,2958,703
3061,2959,1344
3062,2962,164
3063,2962,1247
3064,2967,49
3065,2967,1621
3066,2967,2386
3067,2968,6
3068,2968,207
3069,2968,1674
3070,2969,93
3071,2969,1200
3072,2972,633
3073,2972,2017
3074,2973,1738
3075,2975,219
3076,2975,455
3077,2976,335
3078,2976,448
3079,2976,549
3080,2979,179
3081,2979,321
3082,2979,703
3083,2980,1754
3084,2982,9
3085,2982,2412
3086,2984,618
3087,2984,1908
3088,2985,18
3089,2985,1379
3090,2986,1000
3091,2986,1731
3092,2987,21
3093,2988,531
3094,2990,1477
3095,2991,2839
3096,2992,40
3097,2992,1381
3098,2992,1641
3099,2993,161
3100,2993,553
3101,2993,727
3102,2994,71
3103,2994,145
3104,2994,371
3105,2996,456
3106,2998,75
3107,2999,455
3108,2999,2994
3109,3000,1341
3110,3002,402
3111,3002,2436
3112,3003,2
3113,3003,93
3114,3004,234
3115,3005,37
3116,3005,478
3117,3006,853
3118,3006,2630
3119,3006,2953
3120,3008,53
3121,3008,224
3122,3008,1252
3123,3008,2615
3124,3009,2
3125,3010,1628
3126,3010,2358
3127,3010,2525
3128,3014,961
3129,3015,39
3130,3017,624
3131,3018,2728
3132,3019,2183
3133,3020,422
3134,3020,1436
3135,3022,1660
3136,3022,2985
3137,3025,1595
3138,3027,2310
3139,3027,2412
3140,3029,1700
3141,3030,329
3142,3032,186
3143,3034,1425
3144,3037,2847
3145,3041,1558
3146,3042,193
3147,3043,178
3148,3044,1572
3149,3045,2323
3150,3047,803
3151,3048,88
3152,3048,2340
3153,3049,1434
3154,3050,18
3155,3050,156
3156,3054,768
3157,3054,2385
3158,3055,18
3159,3055,2166
3160,3055,2632
3161,3056,325
3162,3057,509
3163,3059,91
3164,3059,165
3165,3059,1785
3166,3061,214
3167,3061,315
3168,3061,485
3169,3062,175
3170,3062,575
3171,3062,782
3172,3062,2545
3173,3064,9
3174,3064,71
3175,3064,976
3176,3065,555
3177,3067,1441
3178,3068,894
3179,3069,72
3180,3069,1632
3181,3070,1844
3182,3071,75
3183,3072,625
3184,3072,2545
3185,3073,1037
3186,3074,122
3187,3076,371
3188,3077,2145
3189,3078,19
3190,3078,34
3191,3079,576
3192,3079,1722
3193,3079,2545
3194,3079,2711
3195,3080,461
3196,3081,565
3197,3082,197
3198,3082,1733
3199,3083,2638
3200,3085,614
3201,3086,1315
3202,3088,43
3203,3088,2131
3204,3091,41
3205,3091,1149
3206,3092,161
3207,3093,618
3208,3096,15
3209,3096,98
3210,3096,125
3211,3096,224
3212,3096,1153
3213,3097,13
3214,3099,302
3215,3100,82
3216,3101,589
3217,3101,2462
3218,3102,1969
3219,3103,1003
3220,3103,2011
3221,3104,1462
3222,3104,1679
3223,3105,722
3224,3106,1
3225,3106,373
3226,3107,509
3227,3107,2335
3228,3108,37
3229,3108,638
3230,3109,2812
3231,3112,1211
3232,3113,392
3233,3115,658
3234,3115,1163
3235,3118,122
3236,3119,15
3237,3119,1285
3238,3120,461
3239,3120,480
3240,3121,71
3241,3122,1264
3242,3123,41
3243,3123,1712
3244,3124,258
3245,3124,300
3246,3124,1172
3247,3125,475
3248,3125,597
3249,3125,2742
3250,3128,1385
3251,3129,1187
3252,3130,207
3253,3132,15
3254,3132,367
3255,3132,1816
3256,3133,2413
3257,3135,15
3258,3137,2456
3259,3139,17
3260,3140,144
3261,3141,136
3262,3141,1441
3263,3142,9
3264,3142,1846
3265,3143,143
3266,3145,2592
3267,3146,104
3268,3146,2449
3269,3147,84
3270,3147,2677
3271,3152,40
3272,3153,14
3273,3156,2628
3274,3157,1473
3275,3158,501
3276,3159,273
3277,3159,1722
3278,3160,1384
3279,3161,2237
3280,3163,1402
3281,3164,2004
3282,3165,373
3283,3165,893
3284,3165,1562
3285,3166,451
3286,3166,1545
3287,3168,856
3288,3173,43
3289,3173,186
3290,3173,712
3291,3173,1538
3292,3173,1673
3293,3173,2462
3294,3173,2825
3295,3174,867
3296,3175,186
3297,3177,173
3298,3178,1322
3299,3181,10
3300,3182,2105
3301,3183,1185
3302,3184,40
3303,3184,828
3304,3185,154
3305,3187,16
3306,3187,1163
3307,3187,3078
3308,3189,207
3309,3189,1284
3310,3194,2822
3311,3195,40
3312,3196,1921
3313,3202,1857
3314,3204,422
3315,3205,1971
3316,3207,323
3317,3207,2386
3318,3209,806
3319,3213,51
3320,3214,375
3321,3216,93
3322,3218,44
3323,3218,1280
3324,3221,6
3325,3221,2006
3326,3222,1258
3327,3224,155
3328,3224,2538
3329,3225,2409
3330,3226,34
3331,3226,2552
3332,3227,6
3333,3227,515
3334,3227,537
3335,3227,1068
3336,3228,39
3337,3230,9
3338,3231,3027
3339,3232,1692
3340,3232,2686
3341,3233,467
3342,3234,343
3343,3234,361
3344,3234,422
3345,3235,479
3346,3235,3205
3347,3237,719
3348,3237,1801
3349,3238,270
3350,3238,400
3351,3238,461
3352,3238,1088
3353,3239,2757
3354,3240,633
3355,3240,1359
3356,3240,1681
3357,3240,2577
3358,3241,1505
3359,3242,248
3360,3242,1462
3361,3243,918
3362,3244,11
3363,3244,158
3364,3245,318
3365,3245,1010
3366,3247,2425
3367,3247,2874
3368,3248,53
3369,3248,281
3370,3249,2523
3371,3250,218
3372,3251,75
3373,3252,18
3374,3252,95
3375,3252,1726
3376,3254,96
3377,3255,41
3378,3256,1752
3379,3258,2975
3380,3259,15
3381,3260,44
3382,3260,158
3383,3263,504
3384,3263,1197
3385,3264,71
3386,3265,2
3387,3266,340
3388,3266,1653
3389,3266,1832
3390,3266,2290
3391,3267,43
3392,3268,273
3393,3269,53
3394,3270,766
3395,3272,343
3396,3275,1077
3397,3277,186
3398,3277,264
3399,3279,1050
3400,3280,21
3401,3280,909
3402,3281,95
3403,3282,1801
3404,3285,47
3405,3285,1149
3406,3285,2549
3407,3287,166
3408,3287,3081
3409,3288,700
3410,3290,826
3411,3291,1893
3412,3291,1947
3413,3292,364
3414,3293,43
3415,3293,334
3416,3293,533
3417,3294,411
3418,3294,2394
3419,3295,95
3420,3295,409
3421,3295,1182
3422,3296,33
3423,3297,515
3424,3299,39
3425,3300,1766
3426,3304,8
3427,3305,1341
3428,3307,162
3429,3308,1077
3430,3309,1003
3431,3310,1509
3432,3312,936
3433,3313,9
3434,3313,3280
3435,3314,782
3436,3314,1545
3437,3314,1581
3438,3315,178
3439,3316,144
3440,3316,1109
3441,3317,791
3442,3318,161
3443,3318,2319
3444,3326,2834
3445,3327,24
3446,3328,1094
3447,3330,6
3448,3332,1685
3449,3336,613
3450,3337,413
3451,3337,2600
3452,3341,1826
3453,3341,3064
3454,3342,1536
3455,3343,1136
3456,3344,4
3457,3346,40
3458,3347,2315
3459,3348,155
3460,3352,9
3461,3354,37
3462,3355,301
3463,3355,830
3464,3357,1357
3465,3357,2972
3466,3358,40
3467,3359,3238
3468,3362,480
3469,3362,2655
3470,3363,14
3471,3363,626
3472,3363,2425
3473,3364,470
3474,3365,994
3475,3365,3002
3476,3369,95
3477,3370,15
3478,3371,2084
3479,3372,3055
3480,3375,497
3481,3376,807
3482,3378,329
3483,3378,1237
3484,3379,53
3485,3379,683
3486,3379,2545
3487,3382,182
3488,3383,334
3489,3383,1773
3490,3384,540
3491,3384,1748
3492,3388,403
3493,3389,3
3494,3389,559
3495,3392,44
3496,3392,1049
3497,3393,399
3498,3401,9
3499,3401,57
3500,3401,723
3501,3402,199
3502,3402,313
3503,3402,959
3504,3404,3109
3505,3406,24
3506,3409,421
3507,3409,856
3508,3409,2955
3509,3411,556
3510,3414,2466
3511,3416,463
3512,3416,1764
3513,3417,19
3514,3417,2047
3515,3418,1001
3516,3418,2074
3517,3419,3014
3518,3420,179
3519,3421,178
3520,3421,3214
3521,3422,334
3522,3422,418
3523,3422,489
3524,3422,3277
3525,3424,158
3526,3424,1947
3527,3424,2466
3528,3426,1072
3529,3427,1379
3530,3428,835
3531,3428,2292
3532,3429,2475
3533,3433,803
3534,3433,928
3535,3436,2335
3536,3437,21
3537,3437,158
3538,3439,547
3539,3440,909
3540,3441,961
3541,3442,1192
3542,3442,2047
3543,3444,158
3544,3444,700
3545,3444,1957
3546,3446,100
3547,3446,963
3548,3447,3280
3549,3448,1902
3550,3450,1047
3551,3451,2105
3552,3452,2019
3553,3453,381
3554,3454,402
3555,3454,3337
3556,3458,40
3557,3458,1363
3558,3458,1619
3559,3458,3096
3560,3459,2
3561,3459,364
3562,3459,1785
3563,3460,186
3564,3460,683
3565,3462,41
3566,3462,701
3567,3462,2466
3568,3464,91
3569,3465,4
3570,3468,1151
3571,3469,2227
3572,3471,9
3573,3471,952
3574,3471,2638
3575,3471,3082
3576,3472,400
3577,3473,47
3578,3473,618
3579,3475,486
3580,3479,1352
3581,3483,217
3582,3484,1027
3583,3484,1884
3584,3485,1257
3585,3485,1966
3586,3486,683
3587,3486,980
3588,3487,564
3589,3488,1514
3590,3488,3073
3591,3490,280
3592,3490,1080
3593,3490,2895
3594,3491,698
3595,3493,3414
3596,3494,3472
3597,3495,142
3598,3496,531
3599,3496,1090
3600,3496,2063
3601,3498,1238
3602,3499,1079
3603,3502,1300
3604,3503,456
3605,3503,494
3606,3503,537
3607,3503,1368
3608,3507,669
3609,3507,2358
3610,3508,1081
3611,3510,113
3612,3510,2576
3613,3511,37
3614,3512,1846
3615,3513,1191
3616,3515,75
3617,3515,149
3618,3517,280
3619,3524,84
3620,3524,179
3621,3524,1540
3622,3525,1010
3623,3525,2225
3624,3526,43
3625,3527,14
3626,3527,224
3627,3527,2147
3628,3527,3142
3629,3528,497
3630,3529,1146
3631,3532,2466
3632,3533,812
3633,3534,3161
3634,3536,142
3635,3536,1357
3636,3540,6
3637,3543,19
3638,3543,1315
3639,3543,3088
3640,3545,629
3641,3545,1322
3642,3546,95
3643,3547,6
3644,3547,731
3645,3548,348
3646,3548,508
